Daily_Sales,Number_of_Transactions,Average_Order_Value,Refund_Amount,Expense_Amount,Profit,Inventory_Level,Delivery_Delay_Minutes,Website_Visits,Conversion_Rate,Employee_Hours,System_Error_Count,_sheet,anomaly_score,is_anomaly,num_anomaly_score,text_anomaly_score,_row_index
5901,115,51.31,382,2892,3009,1416,11,3882,2.08,408,1,Operational_Data,0.2359,0,0.2359,,252
4471,80,55.89,101,3006,1465,1059,24,3899,2.16,386,0,Operational_Data,0.4199,1,0.4199,,253
4290,116,36.98,352,4357,-67,1472,24,2467,3.76,365,1,Operational_Data,0.4601,1,0.4601,,254
4944,94,52.6,275,2758,2186,947,21,3916,3.36,360,4,Operational_Data,0.1933,0,0.1933,,255
4177,102,40.95,266,3895,282,1255,25,2514,3.07,479,2,Operational_Data,0.2448,0,0.2448,,256
7698,155,49.66,395,3842,3856,1090,6,2019,2.26,388,5,Operational_Data,0.408,0,0.408,,257
5350,149,35.91,368,4041,1309,838,11,4422,2.64,369,5,Operational_Data,0.3025,0,0.3025,,258
7995,94,85.05,180,4046,3949,1383,15,2950,3.48,478,2,Operational_Data,0.318,0,0.318,,259
7061,156,45.26,227,4079,2982,1256,17,2405,3.32,397,1,Operational_Data,0.141,0,0.141,,260
7298,118,61.85,335,2807,4491,1221,20,3558,4.46,500,0,Operational_Data,0.2963,0,0.2963,,261
5132,110,46.65,245,2570,2562,805,18,2333,4.12,459,1,Operational_Data,0.2254,0,0.2254,,262
4803,149,32.23,217,3754,1049,1018,19,2571,3.03,388,4,Operational_Data,0.1615,0,0.1615,,263
5063,159,31.84,235,4213,850,994,25,3320,4.45,376,5,Operational_Data,0.3606,0,0.3606,,264
5901,160,36.88,397,4046,1855,1434,6,2024,3.29,371,4,Operational_Data,0.4702,1,0.4702,,265
5954,156,38.17,174,3257,2697,1112,25,3000,3.12,423,2,Operational_Data,0.1549,0,0.1549,,266
4943,148,33.4,235,3313,1630,1080,11,4311,3.37,459,0,Operational_Data,0.1353,0,0.1353,,267
7198,87,82.74,113,3691,3507,1022,23,4569,2.06,381,2,Operational_Data,0.3438,0,0.3438,,268
5860,124,47.26,113,3182,2678,1156,21,4259,4.77,359,2,Operational_Data,0.2596,0,0.2596,,269
5389,153,35.22,172,2555,2834,1318,8,2304,4.12,435,5,Operational_Data,0.3169,0,0.3169,,270
4716,150,31.44,152,4440,276,989,14,2707,4.22,360,2,Operational_Data,0.3731,0,0.3731,,271
5687,124,45.86,158,4040,1647,957,6,3522,3.56,489,0,Operational_Data,0.2393,0,0.2393,,272
6431,92,69.9,294,3228,3203,1011,5,4537,3.01,478,0,Operational_Data,0.2097,0,0.2097,,273
6949,131,53.05,252,4025,2924,1099,8,4600,2.45,388,1,Operational_Data,0.1585,0,0.1585,,274
4826,81,59.58,128,3994,832,1176,20,4517,4.97,405,0,Operational_Data,0.3777,0,0.3777,,275
5210,141,36.95,104,3427,1783,1429,24,4405,3.6,467,5,Operational_Data,0.2973,0,0.2973,,276
5589,121,46.19,350,2983,2606,992,18,2809,2.34,468,3,Operational_Data,0.1169,0,0.1169,,277
4569,106,43.1,342,2884,1685,1475,17,3958,2.88,366,0,Operational_Data,0.3134,0,0.3134,,278
5824,84,69.33,346,4163,1661,1011,8,4910,3.33,428,0,Operational_Data,0.2623,0,0.2623,,279
7456,80,93.2,352,4152,3304,1385,5,3495,2.09,488,1,Operational_Data,0.5211,1,0.5211,,280
4397,99,44.41,303,3429,968,1372,13,2046,3.43,351,2,Operational_Data,0.311,0,0.311,,281
5047,106,47.61,269,4046,1001,1344,20,2506,3.05,500,4,Operational_Data,0.179,0,0.179,,282
5885,98,60.05,203,3062,2823,1172,23,2250,2.47,366,5,Operational_Data,0.2374,0,0.2374,,283
6631,107,61.97,296,3377,3254,1130,12,4325,2.77,499,1,Operational_Data,0.0975,0,0.0975,,284
6116,101,60.55,162,2642,3474,1196,19,4116,2.46,460,2,Operational_Data,0.1908,0,0.1908,,285
7947,101,78.68,259,4462,3485,879,12,4051,3.78,404,5,Operational_Data,0.2966,0,0.2966,,286
273,105,66.09,357,6703,-6430,905,20,4245,3.83,481,35,Operational_Data,0.8938,1,0.8938,,287
7628,159,47.97,213,3374,4254,1342,6,2692,2.91,456,5,Operational_Data,0.2699,0,0.2699,,288
7088,101,70.18,187,3794,3294,1331,9,4863,3.04,351,4,Operational_Data,0.2846,0,0.2846,,289
5947,121,49.15,219,4316,1631,997,25,3870,3.44,353,5,Operational_Data,0.2416,0,0.2416,,290
6493,118,55.03,131,3164,3329,801,17,4420,4.37,488,2,Operational_Data,0.2612,0,0.2612,,291
6525,129,50.58,325,4270,2255,1107,9,4652,4.41,412,1,Operational_Data,0.1473,0,0.1473,,292
7631,155,49.23,114,4051,3580,971,13,3792,3.16,370,2,Operational_Data,0.2257,0,0.2257,,293
5156,122,42.26,162,3975,1181,1268,6,2637,3.46,459,2,Operational_Data,0.1479,0,0.1479,,294
5480,136,40.29,247,2892,2588,979,23,4978,3.69,489,4,Operational_Data,0.2307,0,0.2307,,295
7955,92,86.47,334,3717,4238,1003,7,2441,3.84,427,1,Operational_Data,0.3038,0,0.3038,,296
6414,119,53.9,229,3666,2748,838,9,3169,3.53,491,4,Operational_Data,0.1699,0,0.1699,,297
4176,96,43.5,263,3435,741,917,9,4097,4.38,486,3,Operational_Data,0.2809,0,0.2809,,298
4948,147,33.66,193,2566,2382,947,19,2682,4.03,457,1,Operational_Data,0.246,0,0.246,,299
7983,132,60.48,361,2812,5171,981,12,2114,4.25,408,1,Operational_Data,0.3804,0,0.3804,,300
6643,148,44.89,393,3474,3169,1394,25,3878,3.39,476,1,Operational_Data,0.249,0,0.249,,301
5152,113,45.59,107,3465,1687,1143,22,2745,3.02,404,2,Operational_Data,0.1108,0,0.1108,,302
5240,88,59.55,255,2534,2706,964,5,3412,2.62,364,1,Operational_Data,0.2386,0,0.2386,,303
6406,143,44.8,263,4037,2369,1037,6,3325,4.11,480,5,Operational_Data,0.1753,0,0.1753,,304
4396,103,42.68,162,2842,1554,1330,13,4862,3.52,383,2,Operational_Data,0.2163,0,0.2163,,305
6795,136,49.96,171,3593,3202,1146,14,3229,3.02,493,2,Operational_Data,0.1303,0,0.1303,,306
7144,113,63.22,341,3786,3358,1489,23,3483,3.02,416,0,Operational_Data,0.2082,0,0.2082,,307
5265,122,43.16,351,3014,2251,1240,10,2425,3.22,475,3,Operational_Data,0.1212,0,0.1212,,308
4388,122,35.97,252,4352,36,1471,21,2221,3.41,460,2,Operational_Data,0.3181,0,0.3181,,309
4579,114,40.17,362,3513,1066,929,23,4709,2.08,430,0,Operational_Data,0.274,0,0.274,,310
7907,83,95.27,340,3343,4564,1269,6,3562,2.05,439,0,Operational_Data,0.4672,1,0.4672,,311
6052,90,67.24,397,2708,3344,1093,22,3057,3.98,499,3,Operational_Data,0.3072,0,0.3072,,312
4479,141,31.77,370,4367,112,882,11,2438,4.76,369,2,Operational_Data,0.3867,0,0.3867,,313
6110,97,62.99,377,3300,2810,1334,9,4005,4.48,459,0,Operational_Data,0.2153,0,0.2153,,314
5438,123,44.21,116,3641,1797,959,12,4441,2.17,469,2,Operational_Data,0.1404,0,0.1404,,315
5476,153,35.79,240,3670,1806,903,12,4313,2.03,397,5,Operational_Data,0.2012,0,0.2012,,316
7970,118,67.54,306,2970,5000,1446,21,4875,2.94,422,2,Operational_Data,0.3417,0,0.3417,,317
7388,139,53.15,333,4153,3235,1105,8,3779,4.98,425,0,Operational_Data,0.2359,0,0.2359,,318
5121,147,34.84,131,3913,1208,839,15,4116,3.16,378,2,Operational_Data,0.2106,0,0.2106,,319
5695,89,63.99,175,3637,2058,1328,7,3938,3.95,484,4,Operational_Data,0.2481,0,0.2481,,320
6418,158,40.62,349,2759,3659,1318,18,2429,3.06,444,5,Operational_Data,0.2305,0,0.2305,,321
5038,104,48.44,258,2739,2299,924,12,3509,3.96,422,5,Operational_Data,0.1525,0,0.1525,,322
4970,122,40.74,323,3171,1799,1172,21,3994,4.53,360,0,Operational_Data,0.2245,0,0.2245,,323
6919,160,43.24,395,4434,2485,1089,22,3464,4.01,382,1,Operational_Data,0.2553,0,0.2553,,324
5136,160,32.1,136,3855,1281,1205,13,3953,2.12,408,0,Operational_Data,0.2701,0,0.2701,,325
5076,101,50.26,179,2941,2135,1326,5,3238,2.82,487,1,Operational_Data,0.2116,0,0.2116,,326
6573,82,80.16,323,2603,3970,1473,17,4340,3.84,448,5,Operational_Data,0.3796,0,0.3796,,327
562,153,40.19,233,8596,-8034,1224,21,2829,3.37,368,36,Operational_Data,0.9316,1,0.9316,,328
7361,151,48.75,332,3395,3966,903,22,4164,2.8,388,5,Operational_Data,0.2425,0,0.2425,,329
5632,142,39.66,349,4019,1613,864,6,4507,3.47,450,3,Operational_Data,0.1478,0,0.1478,,330
6260,159,39.37,113,2611,3649,1196,13,3858,2.2,419,5,Operational_Data,0.3058,0,0.3058,,331
7169,122,58.76,207,4361,2808,1494,15,4175,4.98,358,3,Operational_Data,0.3641,0,0.3641,,332
6882,152,45.28,306,3966,2916,1361,5,4912,4.15,420,0,Operational_Data,0.2867,0,0.2867,,333
6776,120,56.47,309,4161,2615,1085,15,3559,4.32,421,4,Operational_Data,0.0773,0,0.0773,,334
6494,141,46.06,379,2928,3566,903,23,4603,2.97,457,4,Operational_Data,0.1883,0,0.1883,,335
862,159,33.27,381,8135,-7273,1013,11,3957,4.12,488,20,Operational_Data,0.8473,1,0.8473,,336
7825,83,94.28,270,2754,5071,1440,24,3030,4.8,379,0,Operational_Data,0.5736,1,0.5736,,337
4334,94,46.11,217,3304,1030,1245,14,2015,2.63,379,0,Operational_Data,0.2408,0,0.2408,,338
6333,123,51.49,323,4237,2096,1154,7,2508,4.2,467,5,Operational_Data,0.1597,0,0.1597,,339
5881,155,37.94,329,4256,1625,1150,10,3931,2.18,353,3,Operational_Data,0.2539,0,0.2539,,340
4169,85,49.05,213,4292,-123,859,15,2877,2.97,500,0,Operational_Data,0.3778,0,0.3778,,341
5897,108,54.6,203,3749,2148,942,6,3690,4.81,396,3,Operational_Data,0.1539,0,0.1539,,342
6490,106,61.23,354,3264,3226,1156,22,3895,2.51,385,5,Operational_Data,0.1419,0,0.1419,,343
5918,128,46.23,203,2778,3140,1037,11,4943,2.69,446,0,Operational_Data,0.2151,0,0.2151,,344
4925,85,57.94,257,2912,2013,1160,15,3031,2.59,398,0,Operational_Data,0.162,0,0.162,,345
7995,133,60.11,387,3069,4926,1227,9,3953,3.51,434,5,Operational_Data,0.3084,0,0.3084,,346
4395,151,29.11,323,3075,1320,1303,20,2994,2.38,429,2,Operational_Data,0.2814,0,0.2814,,347
4585,85,53.94,321,2551,2034,885,8,2816,4.44,451,0,Operational_Data,0.345,0,0.345,,348
5396,96,56.21,146,3374,2022,1392,16,4962,3.82,495,5,Operational_Data,0.3352,0,0.3352,,349
5815,86,67.62,153,3667,2148,1379,23,2395,2.55,408,5,Operational_Data,0.195,0,0.195,,350
4778,84,56.88,123,4016,762,1278,12,2787,4.04,442,5,Operational_Data,0.2799,0,0.2799,,351
614,116,41.34,241,7988,-7374,917,18,2360,3.02,459,15,Operational_Data,0.7498,1,0.7498,,352
6180,156,39.62,156,4483,1697,958,17,2123,3.94,495,3,Operational_Data,0.3596,0,0.3596,,353
5129,110,46.63,361,3367,1762,1048,23,2535,4.51,488,1,Operational_Data,0.2029,0,0.2029,,354
4039,135,29.92,182,4129,-90,1023,18,4606,4.9,363,1,Operational_Data,0.4459,1,0.4459,,355
7399,112,66.06,227,3146,4253,1343,16,4522,3.2,375,4,Operational_Data,0.1329,0,0.1329,,356
6296,133,47.34,252,3256,3040,1104,19,3800,2.52,444,5,Operational_Data,0.0607,0,0.0607,,357
713,127,34.94,110,8656,-7943,896,20,2804,4.03,369,50,Operational_Data,0.9956,1,0.9956,,358
6575,117,56.2,126,3548,3027,829,19,4937,2.08,472,0,Operational_Data,0.3414,0,0.3414,,359
7794,152,51.28,391,3197,4597,1155,16,4343,4.96,435,3,Operational_Data,0.2827,0,0.2827,,360
5535,92,60.16,272,4235,1300,940,24,3886,3.74,401,3,Operational_Data,0.1512,0,0.1512,,361
810,125,36.6,156,5656,-4846,1494,24,3463,2.37,438,21,Operational_Data,0.7331,1,0.7331,,362
6395,117,54.66,124,2914,3481,1312,24,2419,3.25,423,0,Operational_Data,0.201,0,0.201,,363
5309,133,39.92,306,4401,908,1369,10,2815,4.35,436,1,Operational_Data,0.1657,0,0.1657,,364
6075,133,45.68,317,3145,2930,1038,25,3167,2.41,409,5,Operational_Data,0.1509,0,0.1509,,365
6196,153,40.5,334,4319,1877,1435,12,3920,3.92,464,2,Operational_Data,0.2602,0,0.2602,,366
5007,96,52.16,342,3214,1793,1289,20,4735,4.03,365,4,Operational_Data,0.1521,0,0.1521,,367
5110,98,52.14,297,4319,791,863,11,4765,3.19,353,4,Operational_Data,0.2315,0,0.2315,,368
5667,147,38.55,278,3081,2586,1091,19,4926,4.84,410,3,Operational_Data,0.2308,0,0.2308,,369
6387,85,75.14,297,3146,3241,1162,10,4350,2.03,414,2,Operational_Data,0.2178,0,0.2178,,370
7664,101,75.88,197,3095,4569,924,16,3937,4.19,356,2,Operational_Data,0.2869,0,0.2869,,371
7610,127,59.92,289,3144,4466,868,18,2164,4.49,488,0,Operational_Data,0.3339,0,0.3339,,372
4131,126,32.79,122,3120,1011,1149,9,4732,4.68,448,2,Operational_Data,0.3459,0,0.3459,,373
5387,96,56.11,124,2576,2811,1498,5,3870,3.91,448,1,Operational_Data,0.3641,0,0.3641,,374
5516,119,46.35,298,4208,1308,877,13,3654,4.88,362,2,Operational_Data,0.2052,0,0.2052,,375
4040,141,28.65,246,4014,26,852,15,3687,2.26,486,5,Operational_Data,0.4298,1,0.4298,,376
6274,150,41.83,243,4353,1921,923,18,2561,2.44,413,4,Operational_Data,0.1734,0,0.1734,,377
7755,144,53.85,303,4348,3407,937,9,4215,2.53,417,3,Operational_Data,0.1969,0,0.1969,,378
5971,136,43.9,211,2823,3148,1100,20,4903,3.51,456,3,Operational_Data,0.164,0,0.164,,379
7693,84,91.58,105,3766,3927,1190,25,4045,2.98,380,0,Operational_Data,0.3994,0,0.3994,,380
6451,112,57.6,304,2913,3538,1389,21,4723,2.56,457,4,Operational_Data,0.1509,0,0.1509,,381
6961,106,65.67,243,3948,3013,971,6,4782,2.37,496,2,Operational_Data,0.2295,0,0.2295,,382
5582,123,45.38,120,3213,2369,828,12,3122,2.58,499,3,Operational_Data,0.2511,0,0.2511,,383
6830,119,57.39,348,3096,3734,1238,14,2396,2.12,398,2,Operational_Data,0.1837,0,0.1837,,384
7370,117,62.99,135,2628,4742,957,8,4275,2.72,358,2,Operational_Data,0.3064,0,0.3064,,385
6691,136,49.2,359,2554,4137,1207,15,3356,2.41,369,3,Operational_Data,0.2013,0,0.2013,,386
7963,152,52.39,254,2648,5315,1074,21,4406,4.0,371,2,Operational_Data,0.3671,0,0.3671,,387
6632,83,79.9,120,3354,3278,1305,12,4790,2.84,387,4,Operational_Data,0.3092,0,0.3092,,388
7919,117,67.68,288,2880,5039,1024,5,4225,2.54,372,0,Operational_Data,0.3932,0,0.3932,,389
6174,86,71.79,311,2681,3493,1030,14,2093,3.37,395,2,Operational_Data,0.1996,0,0.1996,,390
7519,103,73.0,162,3311,4208,931,23,2709,2.95,392,3,Operational_Data,0.2184,0,0.2184,,391
4889,95,51.46,241,4064,825,1399,25,4456,4.54,494,4,Operational_Data,0.3234,0,0.3234,,392
6355,130,48.88,177,3464,2891,1399,18,3010,4.67,370,1,Operational_Data,0.202,0,0.202,,393
7830,152,51.51,263,3705,4125,1479,24,4711,3.4,380,0,Operational_Data,0.3345,0,0.3345,,394
7459,148,50.4,157,2638,4821,1002,8,3514,3.68,454,5,Operational_Data,0.3168,0,0.3168,,395
7545,143,52.76,133,3130,4415,1361,20,3785,4.77,479,0,Operational_Data,0.2898,0,0.2898,,396
4344,114,38.11,364,4427,-83,1152,9,3597,3.54,360,1,Operational_Data,0.2917,0,0.2917,,397
6112,131,46.66,292,4159,1953,1449,14,3863,4.47,474,5,Operational_Data,0.207,0,0.207,,398
7325,143,51.22,366,2951,4374,1064,25,3815,3.99,384,3,Operational_Data,0.28,0,0.28,,399
4029,103,39.12,188,3361,668,1071,6,4189,3.73,408,5,Operational_Data,0.2962,0,0.2962,,400
6052,158,38.3,203,2616,3436,1141,21,2555,3.86,489,0,Operational_Data,0.295,0,0.295,,401
6790,122,55.66,359,4065,2725,1369,5,2152,3.45,408,1,Operational_Data,0.1966,0,0.1966,,402
7040,106,66.42,167,3909,3131,848,15,4837,2.36,386,0,Operational_Data,0.265,0,0.265,,403
5135,152,33.78,281,2736,2399,1319,13,4124,4.13,365,0,Operational_Data,0.271,0,0.271,,404
7690,103,74.66,108,4402,3288,1428,21,2669,3.03,466,4,Operational_Data,0.3521,0,0.3521,,405
4558,100,45.58,351,4088,470,1165,20,2686,4.84,465,5,Operational_Data,0.2569,0,0.2569,,406
5768,116,49.72,129,2809,2959,1345,21,2193,3.7,442,2,Operational_Data,0.1805,0,0.1805,,407
7229,150,48.19,311,3497,3732,1454,15,2308,2.94,499,5,Operational_Data,0.3114,0,0.3114,,408
7913,116,68.22,365,3912,4001,1447,5,3710,4.86,430,4,Operational_Data,0.3166,0,0.3166,,409
4104,97,42.31,184,3724,380,843,6,3137,4.06,457,5,Operational_Data,0.3431,0,0.3431,,410
5271,137,38.47,348,3200,2071,1102,16,3700,4.95,365,2,Operational_Data,0.1963,0,0.1963,,411
4810,80,60.12,206,3428,1382,957,8,2642,2.93,373,5,Operational_Data,0.2668,0,0.2668,,412
758,114,37.3,334,5413,-4655,1449,19,2047,2.77,476,43,Operational_Data,0.856,1,0.856,,413
7273,125,58.18,316,2545,4728,1062,12,4189,2.67,444,4,Operational_Data,0.2053,0,0.2053,,414
7940,111,71.53,342,3719,4221,1311,12,4224,3.12,479,5,Operational_Data,0.2357,0,0.2357,,415
6319,137,46.12,379,3798,2521,947,24,4326,2.07,461,0,Operational_Data,0.2657,0,0.2657,,416
6209,157,39.55,369,2895,3314,1220,14,2448,3.61,494,2,Operational_Data,0.2873,0,0.2873,,417
5667,123,46.07,323,4081,1586,1233,17,2424,2.26,408,1,Operational_Data,0.1126,0,0.1126,,418
7097,155,45.79,220,4215,2882,1287,14,2779,3.08,443,5,Operational_Data,0.1318,0,0.1318,,419
4191,145,28.9,227,3891,300,1228,10,2844,3.5,407,2,Operational_Data,0.2642,0,0.2642,,420
6913,150,46.09,308,2533,4380,1071,16,2178,4.53,372,3,Operational_Data,0.2969,0,0.2969,,421
5571,85,65.54,111,3890,1681,826,23,3572,4.21,413,2,Operational_Data,0.2976,0,0.2976,,422
5313,125,42.5,178,2685,2628,870,16,4361,2.7,418,1,Operational_Data,0.173,0,0.173,,423
4025,101,39.85,345,4234,-209,1486,24,4693,2.08,397,3,Operational_Data,0.4294,1,0.4294,,424
5266,97,54.29,376,2840,2426,1132,23,2683,4.33,396,0,Operational_Data,0.1998,0,0.1998,,425
4417,123,35.91,346,4499,-82,1057,15,3721,3.51,459,2,Operational_Data,0.2012,0,0.2012,,426
4960,129,38.45,277,3346,1614,1389,19,3341,3.79,375,3,Operational_Data,0.1457,0,0.1457,,427
5086,135,37.67,233,3850,1236,891,6,3623,4.14,483,0,Operational_Data,0.2297,0,0.2297,,428
4085,138,29.6,394,4167,-82,894,12,4750,4.97,409,4,Operational_Data,0.4644,1,0.4644,,429
4238,151,28.07,200,4392,-154,1497,19,3463,3.53,468,4,Operational_Data,0.4403,1,0.4403,,430
5901,110,53.65,105,3026,2875,1459,19,3058,4.81,417,2,Operational_Data,0.2646,0,0.2646,,431
5610,124,45.24,202,4358,1252,875,9,2930,3.21,369,5,Operational_Data,0.1792,0,0.1792,,432
4075,127,32.09,365,3264,811,1441,8,3369,4.29,430,5,Operational_Data,0.3686,0,0.3686,,433
5886,87,67.66,198,4359,1527,988,20,4351,4.34,454,0,Operational_Data,0.2414,0,0.2414,,434
4439,130,34.15,170,4071,368,1043,21,2946,4.18,360,2,Operational_Data,0.3154,0,0.3154,,435
5259,131,40.15,264,4409,850,1125,20,4063,4.36,441,3,Operational_Data,0.0755,0,0.0755,,436
7845,140,56.04,191,2891,4954,1266,8,3267,4.7,425,3,Operational_Data,0.2916,0,0.2916,,437
7225,143,50.52,327,2905,4320,1083,8,3546,4.86,463,4,Operational_Data,0.2454,0,0.2454,,438
5401,128,42.2,191,3641,1760,1320,24,3827,3.73,395,3,Operational_Data,0.0694,0,0.0694,,439
5687,155,36.69,167,3153,2534,812,20,2523,2.49,439,3,Operational_Data,0.2577,0,0.2577,,440
6646,124,53.6,397,3901,2745,935,7,2064,3.41,398,1,Operational_Data,0.2288,0,0.2288,,441
6025,158,38.13,307,3315,2710,1282,15,2352,2.7,407,1,Operational_Data,0.1874,0,0.1874,,442
4268,125,34.14,168,4119,149,1318,13,4751,2.07,454,3,Operational_Data,0.3016,0,0.3016,,443
7075,135,52.41,373,2647,4428,1487,23,4376,4.95,499,2,Operational_Data,0.4579,1,0.4579,,444
384,135,43.19,112,8992,-8608,1222,15,2360,4.28,494,43,Operational_Data,0.9857,1,0.9857,,445
7368,138,53.39,126,4310,3058,1457,6,2292,2.81,357,2,Operational_Data,0.4064,0,0.4064,,446
7959,114,69.82,364,3798,4161,1211,22,3891,4.79,491,5,Operational_Data,0.3305,0,0.3305,,447
5714,110,51.95,147,3957,1757,1211,24,4649,4.0,370,3,Operational_Data,0.1956,0,0.1956,,448
7316,95,77.01,376,2689,4627,1246,6,2895,4.03,444,4,Operational_Data,0.3093,0,0.3093,,449
5715,91,62.8,287,3030,2685,1053,12,2897,4.56,493,4,Operational_Data,0.2045,0,0.2045,,450
5726,156,36.71,268,3179,2547,872,9,2923,2.24,357,0,Operational_Data,0.3185,0,0.3185,,451
5438,83,65.52,260,3316,2122,1004,11,4527,3.69,436,3,Operational_Data,0.1447,0,0.1447,,452
7859,134,58.65,129,4229,3630,811,11,2322,3.78,498,0,Operational_Data,0.454,1,0.454,,453
7652,93,82.28,265,4167,3485,1492,6,3906,4.72,415,2,Operational_Data,0.2938,0,0.2938,,454
5133,91,56.41,306,3450,1683,800,20,2730,2.01,455,1,Operational_Data,0.294,0,0.294,,455
5607,83,67.55,239,2799,2808,986,23,2656,3.79,459,2,Operational_Data,0.2145,0,0.2145,,456
4505,114,39.52,328,3987,518,1033,16,5000,3.28,500,1,Operational_Data,0.277,0,0.277,,457
7082,160,44.26,202,4089,2993,976,6,2977,4.47,357,5,Operational_Data,0.3691,0,0.3691,,458
5237,92,56.92,266,3933,1304,1283,14,3372,3.67,495,1,Operational_Data,0.1508,0,0.1508,,459
5848,122,47.93,239,3765,2083,954,16,3437,2.9,482,5,Operational_Data,0.119,0,0.119,,460
5014,132,37.98,226,3256,1758,1333,13,4009,2.83,479,1,Operational_Data,0.0997,0,0.0997,,461
6049,122,49.58,141,3184,2865,1083,21,3996,2.32,443,5,Operational_Data,0.1526,0,0.1526,,462
4818,129,37.35,284,4013,805,1108,12,3762,2.09,438,2,Operational_Data,0.139,0,0.139,,463
4285,127,33.74,266,4490,-205,1272,16,3015,4.52,396,5,Operational_Data,0.275,0,0.275,,464
7008,147,47.67,220,3899,3109,1212,8,2779,2.52,389,4,Operational_Data,0.1693,0,0.1693,,465
6646,118,56.32,278,4105,2541,951,15,4190,3.34,485,1,Operational_Data,0.1486,0,0.1486,,466
5144,117,43.97,360,4248,896,1433,17,4324,4.02,380,5,Operational_Data,0.2419,0,0.2419,,467
4066,121,33.6,353,3108,958,1122,6,2057,2.7,411,1,Operational_Data,0.3245,0,0.3245,,468
6013,97,61.99,117,3956,2057,866,23,2799,2.38,353,3,Operational_Data,0.3134,0,0.3134,,469
5826,124,46.98,329,2724,3102,1374,24,2453,4.44,367,5,Operational_Data,0.2726,0,0.2726,,470
7743,121,63.99,297,3574,4169,1136,7,3389,4.15,355,5,Operational_Data,0.2491,0,0.2491,,471
7813,112,69.76,284,3581,4232,1263,11,4171,4.37,497,5,Operational_Data,0.2485,0,0.2485,,472
5459,132,41.36,157,3381,2078,872,15,3972,4.41,471,4,Operational_Data,0.1354,0,0.1354,,473
7242,92,78.72,315,3898,3344,1447,9,4621,4.38,359,3,Operational_Data,0.3319,0,0.3319,,474
5972,146,40.9,250,2665,3307,833,8,3531,3.32,487,1,Operational_Data,0.2641,0,0.2641,,475
4205,151,27.85,280,3406,799,945,17,3570,4.3,485,0,Operational_Data,0.3702,0,0.3702,,476
7473,80,93.41,369,3864,3609,1020,12,4826,2.03,398,3,Operational_Data,0.4524,1,0.4524,,477
6266,126,49.73,280,3400,2866,1126,7,3830,2.56,437,1,Operational_Data,0.1175,0,0.1175,,478
5851,128,45.71,168,2872,2979,1324,14,4714,3.92,450,0,Operational_Data,0.1749,0,0.1749,,479
214,90,52.6,113,5353,-5139,858,15,4984,4.34,364,20,Operational_Data,0.8655,1,0.8655,,480
5868,97,60.49,363,3392,2476,934,8,3962,4.15,417,1,Operational_Data,0.1307,0,0.1307,,481
5929,94,63.07,182,4274,1655,1247,7,2447,3.19,471,3,Operational_Data,0.2013,0,0.2013,,482
5125,107,47.9,172,3905,1220,958,15,4665,2.4,429,4,Operational_Data,0.0967,0,0.0967,,483
6260,83,75.42,398,4280,1980,1104,16,2820,2.54,463,5,Operational_Data,0.2851,0,0.2851,,484
5108,138,37.01,378,3071,2037,1197,8,3780,3.52,421,5,Operational_Data,0.162,0,0.162,,485
6514,120,54.28,344,2643,3871,1018,5,4247,3.26,375,0,Operational_Data,0.2151,0,0.2151,,486
7527,144,52.27,390,3182,4345,1154,6,3603,4.96,398,5,Operational_Data,0.347,0,0.347,,487
666,83,72.88,297,7149,-6483,970,12,3574,4.22,370,35,Operational_Data,0.8672,1,0.8672,,488
6052,153,39.56,251,4420,1632,1404,11,3334,4.26,427,0,Operational_Data,0.2499,0,0.2499,,489
5443,119,45.74,280,2923,2520,1149,21,2318,3.27,492,2,Operational_Data,0.1487,0,0.1487,,490
6070,89,68.2,234,3766,2304,1438,22,2408,4.31,381,2,Operational_Data,0.2427,0,0.2427,,491
5852,141,41.5,358,3092,2760,841,6,2005,3.52,478,5,Operational_Data,0.3568,0,0.3568,,492
7099,100,70.99,331,3138,3961,1025,7,2269,3.95,492,4,Operational_Data,0.2889,0,0.2889,,493
4226,99,42.69,362,2560,1666,1237,14,3811,2.23,413,2,Operational_Data,0.2365,0,0.2365,,494
5321,127,41.9,358,2875,2446,1310,19,4585,2.89,406,4,Operational_Data,0.1342,0,0.1342,,495
4770,138,34.57,326,2694,2076,1455,12,2765,3.58,379,5,Operational_Data,0.2791,0,0.2791,,496
7095,87,81.55,386,3552,3543,1005,13,2701,3.44,423,3,Operational_Data,0.1755,0,0.1755,,497
5614,152,36.93,197,4313,1301,912,10,4757,4.59,373,5,Operational_Data,0.3343,0,0.3343,,498
5402,152,35.54,130,4415,987,932,11,4411,4.74,415,3,Operational_Data,0.2822,0,0.2822,,499
4557,96,47.47,378,3074,1483,984,21,3520,4.21,444,2,Operational_Data,0.1888,0,0.1888,,500
7912,83,95.33,365,3994,3918,864,6,4659,3.81,359,4,Operational_Data,0.5282,1,0.5282,,501
4904,142,34.54,385,4375,529,1232,22,4105,4.39,453,4,Operational_Data,0.2164,0,0.2164,,502
4170,133,31.35,142,3142,1028,1432,15,2816,2.5,406,2,Operational_Data,0.3023,0,0.3023,,503
5440,150,36.27,191,2743,2697,1039,15,3902,3.44,463,5,Operational_Data,0.1577,0,0.1577,,504
4752,146,32.55,188,3639,1113,972,24,2240,2.6,454,4,Operational_Data,0.2236,0,0.2236,,505
